	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000041715	4.132936623	3.477535418	3.914816436	3.993245697	3.839005898	5.310554909	2.726605993	3.914816436	3.676393628	4.19589631	4.564242832	4.416164791	4.57564795	4.313514336
ENSDARG00000041720	9.412571025	9.385376789	9.406141306	9.584352003	9.566344347	9.311453204	9.531801471	9.554587085	9.322568024	9.55417921	9.485149259	9.561667016	9.668213194	9.63429487
ENSDARG00000041723	9.120161692	9.039496576	9.329725825	8.96708683	9.312986706	9.480546682	8.960164079	9.314561352	9.124981097	9.439261703	9.115413752	9.86571387	9.027002585	9.347413858
ENSDARG00000041724	5.713139867	6.051211617	6.280848884	5.409883047	6.114607198	6.113820544	5.918891124	6.450743415	6.117813552	6.230657609	6.158105736	7.003061797	5.934199147	6.107990606
ENSDARG00000041729	8.746414395	8.765773103	8.936803725	8.540400379	8.618080416	8.768104709	8.71148242	8.789702884	8.813071282	8.754883565	8.846654415	8.772236853	8.612705326	8.509233498
ENSDARG00000041734	7.212916123	7.367665528	6.944900141	7.438041159	7.265547711	6.433086642	7.142928701	7.474961118	7.068161099	7.068161099	6.800485392	6.341793146	7.378239161	7.231412497
ENSDARG00000041735	10.02246244	10.07619841	9.993581372	10.14480552	9.950161299	9.876974748	10.02922111	10.06082492	10.16129885	10.14818613	10.16021198	9.721698988	10.24634526	10.10283837
ENSDARG00000041736	6.092643308	6.008259298	6.170126145	6.071130534	6.220954727	5.858465981	6.486395604	6.392463703	5.989654415	5.920623092	6.238725932	6.128560989	6.44585304	5.886362892
ENSDARG00000041747	9.01029927	8.914007402	9.019931638	8.798603538	8.859134221	9.348318167	8.793031095	8.975590785	8.964172389	9.104112176	8.90365545	9.291129395	8.910976829	9.062843391
ENSDARG00000041750	9.141905336	9.264416916	9.067766927	9.386649175	9.143980217	8.86611485	9.397724676	9.066060288	9.230397561	9.179492934	9.267971542	8.596570096	9.397648512	9.116205089
ENSDARG00000041776	9.076538872	9.159757011	9.087085612	9.297049401	9.183354928	8.713364658	8.949462123	9.054263571	8.924160877	8.94764807	9.090230131	8.587332016	9.334306922	8.994416261
ENSDARG00000041779	11.11977016	11.00975292	11.19862019	11.61973687	11.29705773	11.00005359	11.24991595	11.45654466	11.17440202	11.46735614	11.39516814	11.56035609	12.00939471	11.73554528
ENSDARG00000041787	9.881377188	10.15251738	10.15641453	9.777071429	10.19745874	10.15786739	10.38370214	10.36088284	10.13144279	10.16838267	10.1289394	10.34169108	9.344341584	10.0433428
ENSDARG00000041791	6.15174929	6.601678788	6.234286689	6.678171138	6.143025565	5.615153025	6.344016183	5.958894153	5.669816326	5.848525266	5.547675832	4.775675465	6.515658677	5.725494009
ENSDARG00000041797	10.06375549	10.23347011	10.04056017	9.619561125	10.04798888	10.08740324	10.40529025	10.23060886	10.14988329	10.01316247	10.13562424	9.976182304	9.13404709	9.792576779
ENSDARG00000041799	12.22986818	12.31350869	12.24610286	12.50469408	12.31635325	11.83860683	12.17697378	12.28583999	11.98180427	12.127302	12.28799641	11.86122195	12.51362426	12.18926991
ENSDARG00000041802	8.094007466	7.894523912	7.637420901	7.940302892	7.78841457	7.705185895	7.876119035	8.025501246	7.889233771	7.905475588	7.716496855	7.686632059	7.922990975	7.715354134
ENSDARG00000041830	8.582254306	8.372653611	8.673526318	8.742067083	8.754673901	8.418541038	8.556146211	8.712543196	8.489156631	8.687274131	8.687274131	8.8482909	8.805142032	8.648523083
ENSDARG00000041839	10.08161902	10.22121309	10.22792733	10.14259508	10.31713033	10.09310594	10.19677683	10.17306275	10.08556378	10.35422869	10.16957207	10.14954322	10.10043156	10.14932212
ENSDARG00000041848	8.248536938	7.913501127	8.200131589	7.604686954	7.821822849	8.132583837	8.344547392	8.169744463	8.340814333	7.931532709	7.751802891	8.394647714	7.348507235	7.786381632
ENSDARG00000041853	10.59091844	10.4375018	10.55404729	10.47451236	10.42863872	10.61762513	10.39092152	10.50644382	10.659733	10.53636848	10.4865004	10.49150313	10.65376478	10.52058863
ENSDARG00000041864	11.3231124	12.01808662	11.22798231	10.98281479	11.30981854	10.36118151	12.05937723	10.59263249	11.18707358	11.35396721	11.50131738	10.68818675	10.97288614	10.90707728
ENSDARG00000041869	9.056220498	8.836810837	8.982715151	8.969518178	9.071047965	9.194856501	8.946919582	8.993472106	9.135931839	9.068313643	9.265814297	9.147197652	8.834838689	9.237878451
ENSDARG00000041870	9.141905336	8.902316104	8.928446682	9.038526952	8.992052969	8.838302593	8.912648178	8.939344526	9.039496576	9.045914324	9.146814847	8.673637244	9.084940417	8.960249034
ENSDARG00000041875	10.26503657	10.19113181	10.44249482	10.33461034	10.26569441	10.37813788	10.35008716	10.45695062	10.13971804	10.39841539	10.38672002	10.41879226	10.5079849	10.41078532
ENSDARG00000041895	11.61837988	11.62159871	11.57635245	11.47947845	11.47645618	11.76707865	11.45845586	11.52644872	11.77460045	11.65533938	11.39121782	11.55061854	11.35119394	11.53010218
ENSDARG00000041896	9.674606851	9.63703058	9.711115533	9.837157994	9.668213194	9.652967057	9.946320406	9.721458725	9.695683985	9.840258146	9.763533863	9.885655566	9.975232671	9.8699022
ENSDARG00000041904	8.687677951	8.575410297	8.817728724	8.697408213	8.672351331	8.713364658	8.739121697	8.708508659	8.764551225	8.682617003	8.634727037	8.818695622	8.896926963	8.832576931
ENSDARG00000041908	8.469267419	8.099333013	8.341403504	8.443182854	8.166414423	8.328160783	8.393324166	8.206763142	8.224587653	8.339519214	8.383342119	8.413741035	8.54425393	8.59750432
ENSDARG00000041910	5.786820992	6.051211617	5.734316322	6.001219296	5.978280442	5.021690552	5.814659161	5.828738098	4.987724419	5.975084272	5.699861333	5.170842548	5.734316322	5.725494009
ENSDARG00000041911	3.914816436	4.872703508	4.805393627	5.520875673	5.409883047	5.579231992	4.555772966	4.452971305	4.987724419	4.579395623	4.979771575	5.699861333	5.34599978	4.872703508
ENSDARG00000041915	6.389914475	5.615153025	5.978280442	5.957645051	5.545251023	5.266511572	6.034374163	6.32859773	5.92768	6.121696443	5.977493788	4.917501842	6.28633623	6.045676483
ENSDARG00000041921	10.29928	10.01541442	10.3154045	10.17207969	10.37337603	10.33900625	10.05910878	10.4947816	10.24000706	10.30655127	10.29699647	10.61567983	10.46735337	10.37630464
ENSDARG00000041923	4.967945729	4.343811443	4.848991092	5.083604635	4.592850866	5.266511572	5.036067741	4.765090401	4.812453762	5.115981789	5.378374161	6.074644269	5.310554909	4.924420523
ENSDARG00000041925	13.84337067	14.1977289	13.75350197	13.46690578	13.75350197	13.59814513	14.24990803	13.36621263	13.97153517	13.88624416	13.90888299	13.73798352	13.72352395	13.52894297
ENSDARG00000041926	6.799508611	7.772893428	7.221965769	7.562824282	7.15515272	5.978280442	7.307160318	7.016360854	6.212540651	7.156759297	6.638895659	5.780504901	7.213614768	6.580628419
ENSDARG00000041944	6.919310508	6.955177447	6.871158935	6.524152628	7.066739031	7.2115849	7.014503424	7.187438144	6.679467377	6.920679747	6.787538087	7.189493238	6.76730431	7.242175505
ENSDARG00000041947	8.270338931	7.706155969	8.328329441	7.994966072	8.509233498	8.729941991	8.056329498	8.378699174	8.278434803	8.207671181	8.068971908	8.968441754	7.457961637	8.235591526
ENSDARG00000041951	9.423017038	9.06441972	8.936803725	9.030940111	8.949008283	9.743809904	9.179070135	9.033987073	9.877296706	9.173247416	9.053480514	9.776957429	9.014034866	8.870717373
ENSDARG00000041952	6.712578766	6.556082429	6.321234807	6.798379167	6.378135831	4.830590463	6.947528679	6.093939547	5.963838788	6.230657609	6.459853941	5.699861333	6.473800524	6.018729017
ENSDARG00000041959	6.416121009	6.160881527	6.743030898	6.401457739	6.653671498	6.963941805	6.300458985	6.994691092	6.679467377	6.871925107	6.884397345	6.872773257	6.76730431	6.741468214
ENSDARG00000041960	9.253637009	8.495008691	9.303042542	8.598694353	8.842745193	9.447558	8.71148242	8.996885237	9.367658383	8.997093208	9.247753599	9.485360727	7.580401709	9.051097188
ENSDARG00000041974	10.76492783	10.64671436	10.82161936	10.90436529	10.80795314	10.82295387	10.92681596	10.83724907	10.68167176	10.76670362	10.86689042	10.93945805	10.97445555	10.93141874
ENSDARG00000041982	4.492766475	4.658411127	4.287325661	4.282039905	4.127650867	3.914816436	4.961375849	4.087410655	4.293976332	3.676393628	4.116732904	3.557334392	4.116732904	4.768362093
ENSDARG00000041991	9.051220897	9.079575635	9.374125046	8.986036254	9.097932104	9.284026875	9.159252238	9.311604607	9.435010921	9.120621949	9.07150802	9.495175254	9.059744553	9.252225799
ENSDARG00000041998	6.712578766	6.82095996	7.081635428	6.813957242	6.842937846	7.095841927	6.626663982	6.918386289	6.708722178	6.721372472	6.439166922	6.95079055	6.375921059	6.317535334
ENSDARG00000042000	5.05359166	5.006665299	5.674031538	5.792432916	5.358886963	5.725494009	5.687690528	5.932375211	5.753002496	5.896290185	6.297033867	5.850074914	6.15886908	6.374540644
ENSDARG00000042004	9.850737194	9.881107681	10.06212812	9.961858906	9.998435603	9.761072196	9.996383373	10.02271851	9.811988382	9.929634314	9.949717323	9.818750979	10.12608338	10.04056017
ENSDARG00000042010	11.95894881	11.87746252	11.70029053	11.6951864	11.910189	12.41081913	12.00829105	12.04014221	12.58383518	11.96892927	11.93382516	12.22324263	11.15724496	11.68271243
ENSDARG00000042014	6.330246559	6.932661564	6.360513586	6.234286689	6.53384234	6.408390528	6.554717513	6.726020361	6.525278865	6.499642245	6.32859773	6.388665373	7.034330274	6.317535334
ENSDARG00000042018	8.899648993	8.651202966	8.91818045	8.423541865	8.835918905	9.456849396	9.206675755	8.664194276	9.135931839	8.88736485	8.768930544	9.69241062	8.124732	8.982158632
ENSDARG00000042021	8.834625301	8.538201027	8.757834965	8.423541865	8.830954491	9.258584967	8.688138662	8.85210724	9.141527488	8.905484363	8.54425393	9.239831969	8.410997869	8.739356978
ENSDARG00000042025	7.645279511	7.402285257	7.759464879	7.787179113	7.55795771	7.604686954	7.809982452	7.751802891	7.521106267	7.423862771	7.63798248	7.712038102	7.792721485	7.737962247
ENSDARG00000042027	8.261492189	8.003478759	8.30835273	7.883222674	8.179914906	8.638085098	7.858988242	8.221626086	8.402111129	8.325723547	8.255232224	8.716379793	7.96728694	8.38294501
ENSDARG00000042031	6.856334661	6.556082429	6.614158211	6.813957242	6.887958375	7.232517487	6.958221347	6.873690419	7.150481765	6.968658894	6.947528679	7.418251815	7.348507235	6.920679747
ENSDARG00000042032	9.336332909	9.327055763	9.324660289	9.668609751	9.359877485	8.833508808	9.382415767	9.319468905	9.015440524	9.179492934	9.40305817	8.895186181	9.540989278	9.255340317
ENSDARG00000042033	5.646116295	5.732459521	6.614158211	6.300458985	6.664312369	5.122139953	5.896290185	6.344016183	5.320737027	6.143025565	5.957645051	4.983265118	6.049881926	6.796089508
ENSDARG00000042041	8.248536938	8.260554488	8.449700456	8.690789671	8.290469989	7.799280199	8.344547392	8.502777389	8.289968176	8.343821131	8.554227223	7.895553229	8.852364261	8.553465246
ENSDARG00000042045	9.289338419	9.015601448	9.324660289	9.189954099	9.343101535	9.2733697	9.242352591	9.40247603	9.230397561	9.432580743	9.295083033	9.530053509	9.461677411	9.405522596
ENSDARG00000042054	6.878762229	7.35773968	7.264362412	7.591274386	7.221965769	7.016360854	7.445330364	7.085258757	7.03353452	7.222566643	7.435912527	6.887500373	7.371585412	6.920679747
ENSDARG00000042055	9.284107446	9.430449694	9.093780914	9.189954099	9.103413174	9.931503942	9.218728843	9.172432869	9.569582962	9.611067324	9.01029927	9.896349365	8.663083973	9.130929519
ENSDARG00000042057	6.712578766	6.479435836	6.845353312	6.469582317	6.414901473	6.738768787	6.633779602	6.779918891	6.648815906	6.909457826	6.787538087	7.202469015	6.990841527	6.664825058
ENSDARG00000042065	4.429161144	4.541565532	4.571900277	4.282039905	4.075591702	4.014034895	5.115981789	4.86180433	4.293976332	4.710551505	4.775675465	4.571900277	4.240366089	4.048933321
ENSDARG00000042069	9.970782001	9.763300103	10.00535381	9.972864738	9.790862208	9.856785724	9.909860816	9.881221864	10.07451682	10.04927548	9.946279915	10.34169108	10.15535063	10.0327844
ENSDARG00000042072	7.128017683	7.118364015	6.814853484	6.947528679	6.842937846	6.565929136	7.142928701	6.918386289	6.599191496	6.788462305	6.800485392	6.501998922	6.755028936	6.509459899
ENSDARG00000042087	8.636010364	8.495008691	8.979901692	8.766999082	9.01029927	8.59472905	8.762041442	8.668084791	8.610799605	8.722582298	8.910976829	8.592100407	8.930815594	9.048382308
ENSDARG00000042091	9.891360145	9.961259531	9.912518956	10.03045971	9.918282464	9.70704298	9.925881114	9.952723762	9.791874596	9.855153985	9.889099704	9.60709051	9.97780438	9.84101979
ENSDARG00000042094	9.233909376	9.102922948	9.300976115	8.950372264	9.108284428	9.234685334	9.254777393	9.178923289	9.241123213	9.329030574	9.275988392	9.242352591	9.397648512	9.304413971
ENSDARG00000042106	4.132936623	5.279178982	4.848991092	4.996521084	4.25635759	4.303842827	5.115981789	4.319085944	4.213605418	5.15418115	4.775675465	4.416164791	5.215642008	4.048933321
ENSDARG00000042107	8.277905809	8.393442478	8.107927597	8.206073328	8.04690381	7.998581571	7.985853416	8.22754851	8.303844583	8.370213304	8.146037378	7.464169359	8.422690332	8.049200691
ENSDARG00000042112	8.230666902	6.346618957	8.173084258	7.404435502	8.407210341	8.876755328	7.768110966	8.019942734	8.325723547	7.552718433	8.661701549	8.408006897	7.633428376	8.455365297
ENSDARG00000042114	7.128017683	7.543567708	7.232517487	7.598961417	7.138030014	6.682238827	6.994691092	6.638895659	6.909457826	6.828365871	6.787538087	5.56007845	7.554215175	6.959919504
ENSDARG00000042115	8.539369751	8.759910619	8.579797118	8.651460268	8.462600369	8.051077658	8.44045032	8.509786013	8.176763485	8.411497119	8.348704104	7.473910698	8.710559203	8.305108881
ENSDARG00000042116	7.258275027	7.149731675	7.317629144	7.009525022	7.272095209	7.364019098	6.983571668	7.292786419	7.41536846	7.124056673	7.240915023	7.228399485	7.601223739	7.364019098
ENSDARG00000042120	7.158260192	6.743030898	7.105807507	7.020284432	6.963941805	6.979508778	7.160307808	6.963941805	6.898668941	7.13367706	7.28632053	7.129128709	7.638420059	7.464169359
ENSDARG00000042122	7.128017683	6.920033666	6.986378423	6.579537936	6.973428583	7.364019098	6.835644797	6.841583809	7.001792138	6.800485392	6.933395017	7.349821587	6.813503276	6.755752095
ENSDARG00000042123	6.238725932	6.280848884	6.029060168	6.321234807	6.220954727	5.449897071	6.055763445	5.932375211	5.516733249	6.051211617	6.413737057	5.05359166	6.515658677	5.37097729
ENSDARG00000042124	9.39780084	9.3422979	9.096299456	9.001589809	8.913369879	9.202418846	9.52759455	9.244329788	9.403323759	9.366633272	9.281692025	9.489169954	8.717913246	9.133349824
ENSDARG00000042126	6.958221347	6.601678788	6.858652065	6.217967572	6.830942394	6.920356707	6.402122585	6.658383524	6.388665373	6.166575244	6.32859773	6.821453025	6.102635795	6.64000972
ENSDARG00000042128	9.758079761	9.771592643	9.801102609	9.823562769	9.789704822	9.628739483	9.833394838	9.765653121	9.601831827	9.676840975	9.784655299	9.294228399	9.807302398	9.658917531
ENSDARG00000042133	9.317464455	9.087446766	8.825452461	9.15060867	9.03872609	9.502116761	8.986611968	9.228866569	9.722967517	9.25921143	9.104832655	9.669832803	9.20611108	9.029700729
ENSDARG00000042139	5.932375211	5.006665299	5.794055778	5.555032624	5.669816326	6.188930381	5.773914653	5.799461526	5.963838788	5.818162735	6.001219296	6.412424305	5.786820992	5.966407634
ENSDARG00000042141	7.529622449	7.685087313	7.645279511	7.232517487	7.563914765	7.647216538	7.389215303	7.284815503	7.399007396	7.585928929	7.459408484	7.658507336	7.176693315	7.454305067
ENSDARG00000042157	3.249154989	3.708648154	3.400457787	3.914816436	3.459797873	3.676393628	3.676393628	2.090175544	3.676393628	3.914816436	3.914816436	4.571900277	3.252973389	3.701538463
ENSDARG00000042159	5.853660424	4.967945729	5.181725703	5.338607761	5.358886963	5.794055778	5.147939454	5.549584377	5.170842548	4.920672851	5.344108908	5.170842548	5.031734083	5.697691787
ENSDARG00000042172	6.450743415	6.587971768	6.907217054	6.66345718	7.612154569	6.858652065	6.567096456	6.81529576	6.877171021	6.677315949	6.713843195	6.722111182	6.389289924	6.996685315
ENSDARG00000042180	4.924420523	4.917501842	4.805393627	5.043401287	5.336391554	4.765090401	5.687690528	5.219431102	5.170842548	5.212818554	4.979771575	5.998870797	4.917501842	5.581088793
ENSDARG00000042182	5.518949456	5.207406589	5.304191052	5.409883047	5.409883047	5.725494009	4.749139295	5.518949456	5.92768	4.768362093	5.646116295	5.613028215	4.727103668	5.518949456
ENSDARG00000042186	4.132936623	4.541565532	4.639042084	4.092696411	4.413767856	4.455916382	3.676393628	5.147939454	4.213605418	4.579395623	4.979771575	3.831632653	5.178738548	4.048933321
ENSDARG00000042187	10.95920381	10.93165924	11.06354529	11.01563358	10.97784416	10.87811203	10.89741947	10.99025732	10.87191873	10.96831898	11.02768368	10.85222458	11.11047831	10.98720681
ENSDARG00000042188	7.22969904	7.201189647	7.244454614	7.065771421	7.032719435	7.518101384	7.285174563	7.210542208	7.290818999	7.657288611	6.884397345	7.305266147	6.28633623	6.613101282
ENSDARG00000042189	4.967945729	5.523140592	4.805393627	3.993245697	4.360015162	4.200924119	5.317913573	4.179926529	5.079715508	5.021690552	4.354987353	4.642931212	4.240366089	3.933201282
ENSDARG00000042210	7.051763864	7.2882374	7.28632053	6.717516381	6.750349705	6.544469613	6.871925107	6.413737057	6.744077096	6.599725437	6.665337747	5.912281422	6.499642245	6.727239898
ENSDARG00000042213	5.695988448	5.307806756	4.907273471	5.338607761	5.284679201	5.579231992	5.454027708	4.388016188	6.008259298	5.445774535	5.228731259	4.917501842	5.079715508	4.872703508
ENSDARG00000042214	5.454027708	4.823530327	5.261319056	5.215642008	5.695988448	5.36604756	5.036067741	5.178738548	5.378374161	5.581088793	5.511082097	5.652652565	5.115981789	5.581088793
ENSDARG00000042221	6.403342122	6.205843733	6.907217054	6.59511156	7.284456444	6.433086642	7.136336122	6.941558545	6.265169974	6.897736359	7.305266147	6.433086642	5.957645051	6.896622298
ENSDARG00000042231	4.924420523	4.19589631	4.436983984	5.215642008	5.181725703	5.695988448	4.555772966	5.219431102	4.436983984	5.445774535	4.979771575	5.736356975	3.914816436	5.251537664
ENSDARG00000042232	6.238725932	6.449552076	6.559298763	6.469582317	6.53384234	5.952116228	6.217967572	6.450743415	6.280848884	6.583437119	6.258313392	6.025750185	6.360513586	6.477191078
