	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
ENSDARG00000024471	5.843982776	5.292193196	5.343346778	5.214480735	4.95143594	5.3204553	4.572466721	5.840630608	4.977327375	5.114664611	5.466752699	5.68248611	5.726054089	5.238233612
ENSDARG00000024478	11.50226206	11.29702012	11.27759302	11.15364346	11.07302873	11.40366523	11.33220739	11.32137439	11.26201454	11.32333364	11.20077866	11.43064604	11.08420513	11.21344939
ENSDARG00000024479	5.628075898	5.569934185	5.552624067	5.448346497	5.763948635	5.717667805	6.070857395	5.123646229	5.645914295	5.958806208	5.800631934	5.793606881	5.51141629	5.703854743
ENSDARG00000024488	10.48001327	10.27839401	10.25373166	9.664222643	9.934940697	10.14535296	9.517710374	10.38484367	10.14138358	10.01858894	9.857639022	10.16465189	9.905610444	9.766578625
ENSDARG00000024492	12.36806777	11.74324085	11.66242891	11.56444022	12.15312965	11.89873531	11.46901633	12.01732836	11.72956363	11.72956363	11.40310989	11.52940753	11.71136269	11.27676752
ENSDARG00000024503	5.16161802	3.096087874	3.906568063	4.742560397	5.072127795	5.763948635	5.053917167	4.739066854	4.187162906	4.249767689	5.035864748	4.314055079	4.506372989	3.895837472
ENSDARG00000024537	7.719695599	6.867831009	7.059411571	6.674844522	7.206373152	7.022620797	6.693240146	6.796863151	7.169703231	6.73266366	6.68588694	6.936437808	6.795105112	6.700026345
ENSDARG00000024540	10.77355947	10.36336447	10.51623163	10.47250008	10.16044114	10.53296241	10.70407442	10.377633	10.4629584	10.46090927	10.27888332	10.4603109	10.52407693	10.11618167
ENSDARG00000024546	5.868292679	6.021828926	5.60017293	6.177123239	5.960455038	5.87262465	6.207861451	5.532925546	5.917174455	6.001306698	5.388083993	5.87262465	5.678403201	5.955427228
ENSDARG00000024548	14.20633599	14.02374431	13.24304147	13.85055613	14.77595418	13.58252017	13.33215042	14.18086496	13.99211741	14.10205275	13.81472297	13.70942775	14.41666322	13.52336986
ENSDARG00000024560	6.381288667	6.641646865	6.218585869	6.006209462	5.686162778	6.259424846	6.261519779	6.321464999	6.361703179	6.12237744	6.218585869	6.097139504	5.726054089	5.87262465
ENSDARG00000024561	10.82624939	10.79941924	10.87752539	10.79888663	10.63165136	10.72606461	10.75557666	10.7661584	10.82700354	10.68862268	10.5117907	10.80643772	10.66491858	10.51726543
ENSDARG00000024564	9.190184432	9.069716299	9.285707117	9.273247733	9.090159805	9.314130753	9.388300159	9.427868101	9.222822822	9.502139149	9.230391587	9.475921884	9.336101178	9.317953584
ENSDARG00000024575	6.959880243	6.982543006	7.353429114	7.297007317	7.398707138	7.185753487	6.993931363	7.060526212	6.838958292	7.254548335	6.879276711	6.879276711	7.009990346	7.033600351
ENSDARG00000024588	7.216789985	7.610640336	7.413418681	7.592266756	7.857597549	7.488460956	7.277160318	7.47144302	7.623990158	7.709995029	7.663503085	7.444296752	7.494337585	7.828026865
ENSDARG00000024598	9.266228755	9.343538384	9.371859819	9.129443817	9.388300159	9.286640414	9.252876507	9.22735944	9.279994073	9.268647214	9.270481088	9.199484565	9.328804637	9.358891081
ENSDARG00000024602	6.048332249	6.25038473	6.406746572	6.006209462	6.058011595	6.677747807	6.765169016	6.417432182	6.377865096	6.064052992	6.328744626	6.185331208	5.960455038	6.317481082
ENSDARG00000024619	8.197178877	8.368393934	8.22060245	8.464532088	8.393906467	8.242423025	8.352136587	8.302314543	8.342722945	8.597941969	8.08831467	8.158776694	8.477958203	8.162318724
ENSDARG00000024642	9.077508437	9.205777679	9.011576552	9.156939782	9.181357808	9.091678683	9.150337722	9.134422407	9.025755766	9.20779174	9.212118469	9.029019526	9.286292187	9.171997668
ENSDARG00000024651	9.245822373	9.210960997	9.272407812	8.980262395	9.156337219	9.227985373	8.899963852	9.298923242	9.198226328	9.091292156	9.298923242	9.240934432	9.042829088	9.395143099
ENSDARG00000024654	7.624957858	7.181525692	7.389190629	7.023343956	7.196861224	7.145047857	7.357498614	7.607906946	7.198852584	7.106482348	7.412171726	7.095275067	7.126582289	7.241186779
ENSDARG00000024669	9.093812244	9.292457382	9.096820722	9.142798859	9.199816483	9.194909389	9.255421117	9.267310193	9.105494612	9.258558112	9.173022986	9.266934163	9.289456401	9.386659573
ENSDARG00000024681	6.255560065	6.424810588	6.235328039	6.177123239	6.037394313	6.138704999	6.523851644	6.696124359	6.390824405	6.263398589	6.110790318	6.4197396	6.146604885	6.384922872
ENSDARG00000024693	8.629265625	8.706214339	8.495298162	8.584400537	8.691864282	8.733470776	8.7208821	8.721562867	8.611652975	8.51356418	8.69480364	8.634130959	8.576488312	8.588641353
ENSDARG00000024694	10.88412662	10.54625102	10.65638706	10.52091597	10.57243323	10.67748672	10.61662452	10.49660377	10.74418692	10.45569277	10.76724773	10.74484816	10.61618123	10.76031448
ENSDARG00000024708	6.933566823	6.692323491	6.709476744	6.68588694	6.380014841	6.677747807	6.502279469	6.661652004	6.878543259	6.747752043	6.495831065	6.693710696	6.91473123	6.539533384
ENSDARG00000024717	9.034684644	8.66282609	8.919983286	8.766837831	8.741957799	8.801431061	9.11728432	9.046634123	8.993535876	8.957578146	8.851243195	9.090738476	8.772808281	8.851243195
ENSDARG00000024728	6.924935751	6.908828826	6.933149616	6.58777396	6.645128273	6.661652004	6.812469842	6.972387245	7.031070201	6.856535432	6.78023821	7.073512659	6.69760382	6.957997718
ENSDARG00000024740	5.628075898	3.661568055	4.441027231	4.636404587	3.608645937	5.155966868	4.572466721	4.680034877	4.109017218	4.506372989	4.249767689	4.938758819	4.441027231	3.807427757
ENSDARG00000024744	9.609764687	9.975978074	9.781202951	9.94739579	10.1144847	9.765535007	9.865029435	9.880980625	9.824062422	10.00781669	9.91144176	9.778171814	10.14417567	9.982227409
ENSDARG00000024746	11.79574717	12.37046497	12.03832796	11.80831242	12.51785534	12.06664668	11.6693055	12.16200237	12.17973093	11.83602916	12.19379767	11.92468761	11.97762986	12.07879841
ENSDARG00000024759	5.628075898	5.758912626	5.624953075	5.68248611	5.362323768	5.532925546	5.49921973	5.428893209	5.548189602	5.65407324	5.960455038	5.053917167	5.457780043	6.172860877
ENSDARG00000024771	7.188305982	4.90544799	6.313172739	6.227151115	5.981909549	5.964431624	5.541408269	5.567031186	6.189530446	5.79445855	5.55911046	5.818842605	6.297866305	5.16161802
ENSDARG00000024775	7.675199946	8.058682097	7.772999307	7.792540775	7.601702214	7.797991168	8.352136587	7.952451177	7.676791399	7.924915773	7.829783233	7.877588055	7.701696913	8.028530231
ENSDARG00000024785	10.11589962	10.44913843	10.18814954	10.30316749	10.54202511	10.21546764	10.29882374	10.44864533	10.34761701	10.39418435	10.40047958	10.14235179	10.3884561	10.29861659
ENSDARG00000024789	3.934212572	3.381118113	3.815676129	4.303483567	1.370801782	4.420445227	2.92628667	5.091483996	3.36735775	4.085333176	3.502119073	3.715960483	4.664518397	3.708850792
ENSDARG00000024815	6.154400952	5.87262465	5.98358519	6.13932207	6.350293738	6.693710696	6.602746615	6.661652004	5.800631934	6.185331208	6.366302439	6.4197396	6.235328039	6.384922872
ENSDARG00000024818	7.386515681	7.270402505	7.279829496	7.116215115	7.031070201	7.294328727	6.731747658	7.354590572	7.148938933	7.166674748	7.365711055	6.9613347	7.312075456	7.140392889
ENSDARG00000024827	5.933507257	5.114664611	6.020067351	5.651903694	5.60017293	5.532925546	5.457780043	5.466752699	5.963700763	5.79445855	5.717667805	5.18636303	5.214480735	5.271576022
ENSDARG00000024828	8.311685718	7.915111872	8.227651168	8.059033204	7.839221203	7.960232744	8.004894722	8.149640651	8.176977978	7.959135381	7.954599402	8.333632085	7.875474812	7.927454189
ENSDARG00000024829	12.49924434	12.22020294	12.21141401	12.39923589	12.2972295	12.31447295	12.17274436	12.366247	12.25248639	12.35022286	11.93459062	12.33825779	12.2071913	11.97762986
ENSDARG00000024831	8.803971987	9.237526138	8.989133937	9.196691555	9.341573078	8.990514405	9.005191863	9.177728025	9.090546404	9.167790618	9.193530212	9.117099335	9.149797351	9.281826642
ENSDARG00000024844	11.38640059	11.32771612	11.39312197	11.35218395	11.3038567	11.44001922	11.26626957	11.27676752	11.34897286	11.30274781	11.39870522	11.44405016	11.32545846	11.35881282
ENSDARG00000024865	10.1742656	10.39654049	10.23398023	10.67791578	10.64005022	10.3659074	10.34655573	10.32646791	10.31871432	10.54736463	10.3228174	10.36180365	10.5545092	10.42740195
ENSDARG00000024874	9.165974825	9.057495179	9.038570515	9.309109198	9.399521139	9.168565989	9.067830568	9.05251646	8.971172931	9.20779174	8.964601392	9.125739707	9.43556404	9.171997668
ENSDARG00000024877	10.30105301	10.33202461	10.73764018	10.24075078	10.27538472	10.08743702	10.37373568	10.36826015	10.82088619	10.36649676	10.50383632	9.903349024	10.22292759	10.696328
ENSDARG00000024894	4.506372989	3.799790956	4.324134706	2.832365183	4.672449205	4.26190519	3.608645937	4.234140463	4.618746991	4.570658647	4.680034877	5.10531132	3.934212572	3.336857026
ENSDARG00000024904	6.172860877	5.388083993	5.868292679	5.68248611	5.830161062	6.201009901	5.691873099	5.917174455	5.519224749	5.505567557	5.775479647	6.159779402	5.776345631	5.847632632
ENSDARG00000024920	8.484787536	8.477958203	8.467770254	8.637728163	8.633287305	8.471986874	8.672037886	8.486050647	8.618624134	8.739013761	8.676120303	8.614805836	8.67782723	8.572528505
ENSDARG00000024933	8.456895143	8.563944341	8.372328863	8.387630927	8.457206002	8.253546314	8.191676667	8.38776851	8.42932413	8.355947873	8.298078359	8.393584939	8.420641333	8.44828844
ENSDARG00000024940	8.10706391	8.384177446	8.168462017	8.301995997	8.201347987	8.004367631	8.304710949	8.180771208	8.083385328	8.108060781	8.252527353	8.127683767	8.329141572	8.345738218
ENSDARG00000024954	8.871382684	8.963759805	9.02862445	8.911000065	8.867477891	8.943693009	8.971172931	8.871189167	8.902039452	8.869692026	8.998180431	8.946259852	9.017926349	9.150859352
ENSDARG00000024964	8.345596472	8.225529505	8.313228174	8.168097382	8.52294025	8.355947873	8.290640375	8.322620558	8.189717583	8.280634285	8.20152354	8.338380031	8.176977978	8.200814
ENSDARG00000024966	10.07388492	10.46771516	10.19978581	10.49755356	10.5702986	10.27888332	10.29661956	10.36297162	10.36673705	10.49167986	10.37038743	10.10693388	10.56743039	10.34966364
ENSDARG00000024967	6.345077703	6.101695034	6.249472762	6.388502788	5.686162778	6.331319017	6.042268432	6.417432182	6.123626542	6.084035202	6.44434607	5.940999695	6.146604885	6.384922872
ENSDARG00000025011	10.64222832	10.82925118	10.73380635	11.00723906	11.1010479	10.8328698	10.64899964	10.67059357	10.80329371	10.86504711	10.8553416	10.74034639	10.81899811	10.79655295
ENSDARG00000025012	9.243140486	9.47243411	9.196691555	9.1119549	9.160753792	9.17885477	9.205110068	9.257826692	9.258558112	9.334804777	9.305127136	9.475921884	9.181357808	9.231198075
ENSDARG00000025017	6.449515602	6.540084457	6.674844522	6.388502788	7.106482348	6.610016183	6.542685985	6.584675187	6.525969066	6.929801857	6.838516016	6.309931518	6.844947524	6.700026345
ENSDARG00000025024	6.933566823	6.982543006	6.722307344	7.105797631	7.356927701	6.436603851	6.931535294	6.357970558	6.825329356	6.882733677	6.973746555	6.936437808	7.093877521	7.095275067
ENSDARG00000025032	10.55044064	10.71212976	10.71372771	10.65228733	10.66347296	10.59577961	10.64899964	10.71303368	10.63104435	10.67087245	10.75136065	10.63007194	10.71427379	10.78000885
ENSDARG00000025033	9.390001256	9.2826054	9.429814155	9.294944845	9.30378576	9.380388524	9.341186082	9.249006735	9.344804064	9.445153892	9.433920538	9.383314728	9.276528698	9.304619433
ENSDARG00000025034	9.684853554	9.862233348	9.805664821	10.10567809	10.12415616	9.872235652	9.827311983	9.941992381	9.916756765	9.973049191	9.982500474	9.76927583	10.02951987	9.954780858
ENSDARG00000025043	5.712116127	5.149792177	5.678403201	4.977327375	5.195610922	5.155966868	4.311412201	5.622736868	5.574399648	5.388083993	5.258560713	5.457780043	5.390508803	5.238233612
ENSDARG00000025046	8.514544872	7.062045125	8.123746622	5.35042337	6.205107948	8.165947494	5.422353574	6.616542619	8.212083635	4.085333176	6.763793105	7.371074059	6.268783575	7.193778086
ENSDARG00000025074	10.22544957	9.881491107	9.933589937	10.00467501	9.706753414	10.00467501	10.1643753	9.892085264	9.791378732	10.04126279	9.929453841	9.807907702	9.94184671	9.839411409
ENSDARG00000025076	7.549080834	7.949166512	7.608615194	7.539710252	7.655619876	7.464973407	7.843303872	7.979166893	7.361438448	7.900299315	7.810487152	7.898503534	7.842471024	7.869227695
ENSDARG00000025081	8.874369988	8.960281019	9.062704981	8.580735115	8.778058026	8.93734629	8.823106961	8.871189167	8.973902582	8.67341718	8.703781916	8.850233335	8.687696437	8.544684163
ENSDARG00000025089	5.797071795	5.388083993	5.49921973	5.14535101	5.717667805	5.111677455	5.620654987	5.917174455	5.497137848	5.843982776	5.912015637	5.717667805	5.847632632	5.388083993
ENSDARG00000025094	9.266228755	8.904195662	9.206690894	8.903403405	8.901808893	9.219793273	9.022817796	9.1065542	9.075842223	8.885242774	9.200071595	9.250328251	8.970154456	9.036460553
ENSDARG00000025106	11.11818125	11.23343185	11.29777493	11.51177877	11.46621556	11.23270357	11.25826658	11.29702012	11.22600134	11.3691886	11.30295032	11.27129766	11.46071475	11.34857358
ENSDARG00000025108	7.318297842	7.299883732	7.358792048	7.815346988	7.916196722	7.644384438	7.458405416	7.20732089	7.219413702	7.530879506	6.944220537	7.362593395	7.710690265	7.670138895
ENSDARG00000025131	7.637222812	7.174264985	7.534816566	7.308729673	7.446160875	7.366018666	7.129485449	7.236384702	7.481292161	7.306574858	7.373653522	7.436525757	7.104399276	7.301372029
ENSDARG00000025162	7.155485817	7.553918218	7.403164182	7.753104023	7.754243562	7.210117081	7.50787896	7.659799778	7.449614857	7.725672698	7.479643318	7.345117118	7.837211418	7.632941225
ENSDARG00000025187	6.065455049	6.464518912	6.131059731	6.352175054	6.331319017	6.201009901	6.28611663	6.462201929	6.123626542	6.384359754	6.511829205	6.026742125	6.446108373	6.217937749
ENSDARG00000025189	6.581562413	6.540084457	6.722307344	7.116215115	6.331319017	7.231853487	6.434082821	5.891151331	6.603696389	6.431901856	6.366302439	6.777039498	6.951810067	6.317481082
ENSDARG00000025206	7.719695599	7.804839726	8.033999806	8.301995997	8.416597897	8.190043227	7.571659137	7.126582289	7.937479174	7.892201039	7.318297842	7.857597549	8.058857651	7.742217095
ENSDARG00000025212	8.514544872	8.158776694	8.443166571	8.31651878	8.438127041	8.351429404	8.223300207	8.291565669	8.342722945	8.400540419	8.446367511	8.693104784	8.420641333	8.254138801
ENSDARG00000025218	8.533650036	8.097551618	8.198397745	7.815346988	7.748738587	8.412767977	7.915111872	7.920699122	8.357001131	8.076917437	7.926663604	8.306447896	7.693790037	8.118140999
ENSDARG00000025220	9.575971989	9.900966014	9.771510169	10.03729579	9.938433349	9.802535116	9.863109922	9.838643911	9.759765717	9.929017663	9.750727696	9.734348303	9.975771196	9.723507644
ENSDARG00000025226	6.996243381	7.410752458	7.149662091	7.248000714	7.366948937	6.812469842	7.177722246	7.366326278	6.9613347	7.564528379	7.192428591	7.290392092	7.479906873	7.176359712
ENSDARG00000025233	5.981909549	6.120915718	6.080396847	5.727017197	5.940999695	5.820518245	5.955427228	6.01385228	5.691873099	6.10305995	6.270113266	6.071505514	5.678403201	6.195564128
ENSDARG00000025254	10.7742643	11.07137666	10.73503613	10.62057452	10.71722813	10.92231124	10.9973404	11.1065447	10.67434861	10.59740778	10.90908999	10.85179583	10.67220268	11.0263503
ENSDARG00000025275	5.206404449	4.333956386	4.560063142	4.303483567	3.906568063	4.824351267	4.651854297	4.234140463	4.425035039	4.441027231	3.856723809	4.842291826	4.441027231	4.168360562
ENSDARG00000025285	8.581181681	8.154370742	8.581181681	8.202241111	7.931971677	8.369926483	8.210245325	8.277737021	8.219514725	8.334603062	7.980927609	8.618355425	8.285068939	8.067017781
ENSDARG00000025299	5.088496841	5.030432302	5.189186485	5.214480735	4.95143594	5.532925546	5.49921973	4.99418445	5.019675622	5.027053322	4.564269834	5.266151104	4.938758819	4.938758819
ENSDARG00000025301	12.90434266	12.92866885	12.93847238	12.96625613	13.07295488	12.78785269	12.9695039	12.93433537	12.93433537	12.96625613	12.88213143	13.05244762	13.21255387	13.2555569
ENSDARG00000025302	9.436390401	9.718526629	9.499947824	9.558396544	9.838163167	9.514150564	9.604435995	9.800367346	9.597964813	9.530444873	9.780953778	9.648524865	9.688160767	9.726754366
ENSDARG00000025309	7.50787896	7.575062229	7.810272017	7.600780799	7.693288578	7.644384438	7.670138895	7.354590572	7.60826107	7.796992521	7.469464197	7.452641184	7.636057244	7.409663032
ENSDARG00000025311	4.630451123	5.758912626	5.466752699	4.581238227	4.95143594	5.792832057	5.49921973	5.284305768	5.942648525	5.027053322	4.813625428	4.594127918	4.712348257	5.16161802
ENSDARG00000025319	7.797503934	7.69229996	7.787327597	7.918079576	7.709995029	7.696140918	7.786880385	7.463543675	7.481292161	7.845264056	7.592266756	7.773458326	8.038851478	7.61804804
ENSDARG00000025320	5.206404449	4.860585168	4.856837495	5.318190382	5.114664611	4.420445227	5.457780043	4.849179666	5.388083993	5.069051457	3.502119073	4.938758819	4.25687738	4.70845913
ENSDARG00000025325	8.285719729	8.77153797	8.301995997	8.881831432	8.923056866	8.466241129	8.983449778	8.654198796	8.263334574	8.744985864	8.638120068	8.352741063	8.868360905	8.584634498
ENSDARG00000025326	10.3699731	10.22497589	10.27888332	10.31568498	10.16465189	10.34884393	10.38296804	10.26201969	10.29901942	10.21065516	10.2992151	10.42644954	10.29455221	10.45941978
ENSDARG00000025332	10.42583894	10.42140205	10.55926038	10.49660377	10.35953538	10.51446644	10.58856216	10.46822151	10.49454776	10.50523137	10.37236495	10.51637397	10.40081418	10.37989343
ENSDARG00000025335	4.568850573	4.055991721	4.25687738	4.384754703	4.055991721	4.339242142	4.080305367	4.157676536	3.608645937	4.570658647	4.492986673	4.716734011	3.934212572	3.48418609
ENSDARG00000025338	10.37830022	10.36887241	10.4545198	10.19238526	10.36618239	10.44374098	10.51821843	10.36826015	10.30423529	10.25683689	10.56522145	10.49143586	10.53153994	10.55084791
ENSDARG00000025346	7.592756304	7.721349301	7.709995029	7.600780799	7.596383308	7.696140918	7.530295654	7.796992521	7.947986375	7.65314125	7.652441286	7.877588055	7.846933081	7.845028244
ENSDARG00000025348	11.20446273	10.89441129	11.07108153	10.87312517	10.8802313	11.10212245	10.85456344	10.87588481	11.07108153	10.83572646	10.85642525	11.15954209	10.9025336	10.99885261
